,name,sku,price
1467,1776cc or 1915cc Turnkey VW Engine, AE1776TK10011,"$8,085.00"
1468,2007cc or 2028cc Turnkey VW Engine, AE2007TK100.1,"$9,085.00"
1469,2110cc Turnkey VW Engine, AE2110TK100,"$9,178.00"
1470,2276cc Turnkey VW Engine, AE2276TKFK7044.4,"$9,750.00"
1471,4 Puck VW Racing Clutch Disc, 00-4091,$82.99
1472,Benco VW Transaxles, Stock Rebuild,"$1,199.95"
1473,Bugpack Swing Axle VW Transmission Super Differential, B508110,$179.99
1474,VW IRS Transmission Super Differential, B507210,$209.99
1475,Heavy Duty Swingaxle VW Side Covers, 16-9903,$56.99
1476,Heavy Duty IRS Transmission VW Side Cover, 16-9905,$59.99
1477,Empi VW Racing Transaxle Cross Shafts, 18-1041,$31.99
1478,Empi Heavy Duty VW Transmission Cross Shafts, 18-1055,$31.99
1479,Empi VW Transaxle Cross Shafts, 98-2011,$16.99
1480,VW Gearshift Housing And Gasket Set, 98-3006-B,$38.99
1481,VW Transaxle Shift Lever, 98-3015-B,$15.29
1482,VW Bus Clutch Cable Clevis Pin, 98-7081-B,$3.19
1483,Forged Clutch Cable Arms For VW Type 1/ Type 2, 16-9908,$12.29
1484,VW Clutch Operating Springs, 98-1421-B,$1.75
1485,VW Swing Axle Side Cover Retainers, 16-9906,$72.99
1486,IRS VW Transaxle Pivot Mount Bolt And Washer, 17-2826,$6.59
1487,VW Transmission Gasket Kits For Type 1/ Type 2, 98-2077,$14.89
1488,VW Transaxle Lock Nut Kit, 00-9522,$6.99
1489,VW Transaxle Oil Seal, 98-3009-B,$1.95
1490,VW Nose Cone Boot, 98-2072-B,$11.29
1491,VW Transaxle Syncho Rings, 98-8644,$14.99
1492,VW Transaxle Ring Gear Bolts, 98-5144-B,$1.49
