,sku,product_name,price
494, 106-01.C,Spin-on Oil Filter Adapter for MY03-06 Cayenne S/Turbo,$149.00
495, 106-01.OCB, Oil Change Bundle for MY 1997 - 2008 Boxster/Cayman/911,$172.74
496, 106-07,"Billet AL Hard Anodized Magnetic Drain Plug for Boxster, Cayman, 911, Panamera, & Cayenne Models",$25.75
497, 106-12.1,Bilt Racing Service BRS HPDE 2 Quart Accusump Universal Kit MY97-08 M96/M97,"$1,500.00"
498, 106-22,Bilt Racing Service BRS Oil Cooler Delete (For installing external oil cooler) MY97-08 M96/M97 ,$250.00
499, 106-24.2,Billet Washable 45-micron Racing Oil Filter (Not for IMS Solution),$200.00
500, 106-24.3,Billet Washable 45-micron Racing Oil Filter (For use with IMS Solution),$200.00
501, 120-03,Bilt Racing Service BRS Motorsports AOS Adapter MY97-02 Boxster and MY99-01 996 M96 ,$849.99
502, 115-04,"Bilt Racing Service BRS Motorsport Style Toe Link & Tie Rod Kit for MY97-12 Porsche Boxster, Cayman, & 911 models (Front & Rear)","$1,295.00"
503, 119-00.3,Bilt Racing Electric Power Steering Pump (100% New - Made In France; Pump Only),"$1,299.00"
504, 119-02,"Bilt Racing Service BRS Power Steering Cooler Kit for MY97-12 Porsche Boxster, Cayman, & 911 Models",$849.00
505, 118-02,Bilt Racing Service BRS 987/997 Oversized Composite Radiator Ducts (Brake Cooling Optional) MY06-12,$799.00
506, 847205,Motul Synthetic Racing Brake Fluid RBF-660 Factory Line,$32.32
507, 99-5522-109,DOT Approved Stainless Brake Lines for 987 987.2 Porsche Boxster Cayman Models,$138.50
508, 99-5522-110,DOT Approved Stainless Brake Lines for 981 718 Porsche Boxster Cayman and 991 991.2 911 Models,$138.50
509, 113-06,Bilt Racing Service BRS 50FT High Pressure Air Jack Hose,$395.00
510, 116-02,Bilt Racing Service BRS 987/987.2 Air Jack Kit MY06-12 Boxster & Cayman Models,"$3,639.00"
511, 116-03,Bilt Racing Service BRS 981 Airjack Kit MY13-16 Boxster and Cayman Models,"$3,639.00"
512, 116-20,Bilt Racing Service BRS 987 Jack Point MY06-12 Boxster & Cayman Models,$75.00
513, 116-21,Bilt Racing Service BRS 981 Jack Point MY13-16 Porsche Boxster & Cayman Models,$75.00
514, 106-06.1,LN Engineering 160F Low Temperature Thermostat Insert MY97-08 M96/M97,$99.00
515, 106-06.6,Bilt Racing Service BRS 160F Low Temperature Thermostat MY09-12 9A1,$99.00
516, 117-08,Bilt Racing Service BRS 987.2/981 PDK Cooler Side Mount,$999.00
517, 117-09,Bilt Racing Service BRS 987 PDK & Gear Oil Cooler MY09-12 Boxster Cayman,"$1,999.00"
518, 118-00-KIT,Bilt Racing Service BRS XL Oil to Water Heat Exchanger Kit - Universal Oil Cooler,$725.00
519, 118-02,Bilt Racing Service BRS 987/997 Oversized Composite Radiator Ducts (Brake Cooling Optional) MY06-12,$799.00
520, 118-03,Bilt Racing Service BRS 987/997 Cayman Boxster 911 A/C Condenser Delete MY06-12,$349.99
521, 118-04,Bilt Racing Service BRS 981/991 Cayman Boxster 911 A/C Condenser Delete MY13-16,$349.99
522, 118-05,9A1 Oversized Engine Oil Cooler 981 Boxster Cayman 997.2 991 911 ,$599.00
523, 118-05-KIT,9A1 Oversized Engine Oil Cooler and Power Steering Bypass MY09-12 Cayman Boxster,$659.00
524, 119-02,"Bilt Racing Service BRS Power Steering Cooler Kit for MY97-12 Porsche Boxster, Cayman, & 911 Models",$849.00
525, 119-02.3,Bilt Racing Service BRS 9A1 Power Steering Cooler Bypass Loop MY09-12 Cayman Boxster,$79.00
526, 607-11,Joe Gibbs Racing Driven CSP Coolant System Protector (12oz Bottle) 50030,$8.98
527, 996-106-011-57-KIT,"Porsche OEM 986/996 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$349.00
528, 997-106-011-06-KIT,"Porsche OEM 987/997 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$359.00
529, 9A1-106-048-02-KIT,"Genuine Porsche 987.2/997.2 Water Pump Kit inc. Gaskets, Belt, Bolts, Stock Thermostat, & Driven CSP","
                    $681.59                "
530, B9696,Baum Coolant Vacuum Fill Lift Tool ,$159.00
531, 106-00,Bilt Racing Service BRS .5QT Deep Sump Oil Pan Kit MY97-08 M96/M97,$299.00
532, 106-00.1,Bilt Racing Service BRS 2QT Deep Sump Oil Pan Kit MY97-08 M96/M97 inc. X51-Style Baffle,$899.00
533, 106-00.10,"Bilt Racing Service BRS Billet Aluminum M96/M97 Finned Sump Plate for M97-08 Boxster, Cayman, and 911 models","
                    $899.00                "
534, 106-00.11,Bilt Racing Service BRS 981 Cayman Stainless Steel Sump Guard Plate,$299.00
535, 106-00.12 ,Bilt Racing Service BRS Billet 2.5 QT 9A2 Deep Sump Oil Pan Kit for 991.2 Models,"$2,500.00"
536, 106-00.13,Bilt Racing Service BRS Billet 2 QT Deep Sump Oil Pan Kit for 718 Models,"$2,225.00"
537, 106-00.5,Bilt Racing Service BRS Billet 2.5 QT Deep Sump Oil Pan Kit MY09-16 9A1 for 987.2 997.2 981 991 models,"$2,500.00"
538, 106-00.6,EBS Racing X51-Style Oil Pan Baffle Kit,$349.00
539, 106-00.7,EBS Racing X51-Style Oil Pan Baffle Kit for .5 Quart Deep Sump,$349.00
540, 106-00.8,Bilt Racing Service BRS 986/987 Boxster/Cayman Stainless Steel Sump Guard Plate MY97-08,$299.00
541, 106-00.9,Bilt Racing Service BRS 911 Stainless Steel Sump Guard Plate MY99-08,$299.00
542, 106-12.1,Bilt Racing Service BRS HPDE 2 Quart Accusump Universal Kit MY97-08 M96/M97,"$1,500.00"
543, 106-22,Bilt Racing Service BRS Oil Cooler Delete (For installing external oil cooler) MY97-08 M96/M97 ,$250.00
544, 106-23,Bilt Racing Service BRS Billet Secondary Air Block Off Delete Plates Boxster Cayman 911 97-08,$70.00
545, 106-24.1,Replacement Gasket Set for the Bilt Racing Service BRS Billet Oil Filter,$9.99
546, 106-24.2,Billet Washable 45-micron Racing Oil Filter (Not for IMS Solution),$200.00
547, 106-24.3,Billet Washable 45-micron Racing Oil Filter (For use with IMS Solution),$200.00
548, 118-00-KIT,Bilt Racing Service BRS XL Oil to Water Heat Exchanger Kit - Universal Oil Cooler,$725.00
549, 118-05,9A1 Oversized Engine Oil Cooler 981 Boxster Cayman 997.2 991 911 ,$599.00
550, 118-05-KIT,9A1 Oversized Engine Oil Cooler and Power Steering Bypass MY09-12 Cayman Boxster,$659.00
551, 119-02.3,Bilt Racing Service BRS 9A1 Power Steering Cooler Bypass Loop MY09-12 Cayman Boxster,$79.00
552, 120-01,Bilt Racing Service  BRS 981 Semi-Solid Engine Mount Insert,$239.00
553, 120-03,Bilt Racing Service BRS Motorsports AOS Adapter MY97-02 Boxster and MY99-01 996 M96 ,$849.99
554, 120-04,Bilt Racing Service BRS 9A1 Oil Cooler Delete Adapter Kit MY09-12 Cayman Boxster 911,$299.00
555, 607-05,Joe Gibbs Racing Driven XP9 Race Oil 10w40 (Case of 12 Quarts) 03206,$179.87
556, 6106,Replacement Gasket for Bilt Racing Service BRS 2QT Deep Sump,$19.95
557, 996-106-011-57-KIT,"Porsche OEM 986/996 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$349.00
558, 99610113162C,Coated Main Bearings (STD) Porsche Boxster 2.5 M96,$25.71
559, 99610120510C,Coated Main Bearings (STD) Porsche Boxster 2.7 3.2 911 3.4 to 2001 M96 M97,$16.90
560, 99610120904C,Coated Main Bearings (STD) Porsche 911 3.6 3.8 Boxster Cayman 3.4 (2006-2008) M96 M97,$56.77
561, 99610312162C,Coated Rod Bearings (STD) 1997-2008 Porsche M96 M97 2.5-3.8 Boxster Cayman 911,$17.91
562, 997-106-011-06-KIT,"Porsche OEM 987/997 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$359.00
563, 9A1-106-048-02-KIT,"Genuine Porsche 987.2/997.2 Water Pump Kit inc. Gaskets, Belt, Bolts, Stock Thermostat, & Driven CSP","
                    $681.59                "
564, 116-00,Bilt Racing Service BRS 987 Cayman Lexan Quarter Window Set MY06-12,$375.00
565, 116-04,"Bilt Racing Service BRS 53"" & 63"" Carbon Fiber Cup Car Style Wings","$1,199.00"
566, 116-04.1,BRS 987 Cayman Uprights ,$399.99
567, 116-07,Bilt Racing Service BRS 987/997 Composite Cayman Boxster 911 Racing Doors MY06-12,"$1,999.00"
568, 116-08,Bilt Racing Service BRS 987.2 Cayman Composite Flat Floor Splitter MY09-12,$999.00
569, 116-10.1,Bilt Racing Service BRS 987/987.2 Cayman Composite Hatch with Integral Wing Base MY06-12,"$1,049.00"
570, 116-12,BRS 987 Cayman Lexan Windshield MY 06-12,$599.99
571, 116-16,Bilt Racing Service BRS Composite Race Trunk Floor for MY06-12 Porsche Cayman,$325.00
572, 116-20,Bilt Racing Service BRS 987 Jack Point MY06-12 Boxster & Cayman Models,$75.00
573, 116-21,Bilt Racing Service BRS 981 Jack Point MY13-16 Porsche Boxster & Cayman Models,$75.00
574, 116-22,"Bilt Racing Service BRS 63"" Carbon Wing Kit for 987/987.2 Cayman Factory Hatch MY06-12","$2,475.00"
575, 116-23,Bilt Racing Service BRS 987 Cayman Composite Roof Panel MY06-12,$799.00
576, 119-09,Bilt Racing Service BRS 981 GT4 Cayman Composite Flat Splitter,"$1,499.99"
577, 121-00,"Bilt Racing Service BRS Composite Lightweight Dash for MY06-12 Porsche Boxster, Cayman, & 911 models",$850.00
578, 113-04,Bilt Racing Service BRS 987/997 Powdercoated Ballast Weight Plate MY06-12,$350.00
579, 116-16,Bilt Racing Service BRS Composite Race Trunk Floor for MY06-12 Porsche Cayman,$325.00
580, 121-00,"Bilt Racing Service BRS Composite Lightweight Dash for MY06-12 Porsche Boxster, Cayman, & 911 models",$850.00
581, 121-03,Bilt Racing Service BRS Billet Aluminum Cool Shirt & Radio Holder,$99.99
582, 121-04,Bilt Racing Service BRS 987/997 Driver Floor Panel MY06-12,$99.00
583, 121-05,Bilt Racing Service BRS 987/997 Accelerator Pedal Foot Stop MY06-12,$50.00
584, 121-06,"Bilt Racing Service BRS Billet Accelerator Pedal Spacer for Boxster, Cayman, & 911 Models",$219.00
585, 121-07,Bilt Racing Service BRS Billet Button Enclosure with Carbon Fiber Button Panel (Blank),$380.00
586, 126-02,"Bilt Racing Service BRS Carbon Datalogger Mount for MY06-16 Porsche Boxster, Cayman, & 911 Models",$115.00
587, 113-05,Bilt Racing Service BRS Alignment Setup Stands,"$1,799.00"
588, 113-06,Bilt Racing Service BRS 50FT High Pressure Air Jack Hose,$395.00
589, 107-10,Advanced Technical Support (ATS),$170.00
590, S&S-ENGINE-R&I-LABOR,Engine Removal and Installation Service,"$4,300.00"
591, S&S-IMS-PREQUAL,Pre-qualification service for IMS Retrofit  / IMS Solution installation,$500.00
592, S&S-IMSR-INSTALL,IMS Retrofit Certified Installer Preventative IMS Service Package,"$3,495.00"
593, S&S-IMSS-INSTALL,IMS Solution Certified Installer Preventative IMS Service Package,"$4,495.00"
594, 106-32,"Bilt Racing Service BRS Billet Rack Stops MY06-12 Boxster, Cayman, & 911 Models, Pair.",$80.00
595, 113-05,Bilt Racing Service BRS Alignment Setup Stands,"$1,799.00"
596, 115-04,"Bilt Racing Service BRS Motorsport Style Toe Link & Tie Rod Kit for MY97-12 Porsche Boxster, Cayman, & 911 models (Front & Rear)","$1,295.00"
597, 119-00,"Bilt Racing Service BRS Electric Power Steering Kit; For Gen 2 MY09-12 Porsche Boxster, Cayman, and 911 models w/o A/C","$1,599.00"
598, 119-00.3,Bilt Racing Electric Power Steering Pump (100% New - Made In France; Pump Only),"$1,299.00"
599, 119-01,"Bilt Racing Service BRS Electric Power Steering Kit; For Gen 1 MY97-08 Porsche Boxster, Cayman, and 911 models ","$1,749.00"
600, 119-02,"Bilt Racing Service BRS Power Steering Cooler Kit for MY97-12 Porsche Boxster, Cayman, & 911 Models",$849.00
601, 119-02.3,Bilt Racing Service BRS 9A1 Power Steering Cooler Bypass Loop MY09-12 Cayman Boxster,$79.00
602, 121-07,Bilt Racing Service BRS Billet Button Enclosure with Carbon Fiber Button Panel (Blank),$380.00
603, 607-12,Joe Gibbs Racing Driven Power Steering Fluid PSF (1 Quart) 01306,$11.48
604, 117,Bilt Racing Service BRS 987/981 PDK Fitting,$49.99
605, 117-06,Bilt Racing Service BRS 987/987.2/981 Solid Transmission Mounts MY06-16,$298.00
606, 117-07,Bilt Racing Service BRS 987 PDK 15mm Axle Spacer Kit MY09-12 Boxster Cayman,$90.00
607, 117-08,Bilt Racing Service BRS 987.2/981 PDK Cooler Side Mount,$999.00
608, 117-09,Bilt Racing Service BRS 987 PDK & Gear Oil Cooler MY09-12 Boxster Cayman,"$1,999.00"
609, 117-10,Bilt Racing Service BRS Billet PDK Transmission Pan 987.2 997.2 981 991 718,"$1,349.00"
610, 117-10.1,Bilt Racing Service BRS Billet PDK Pan Filter Service Pack,$99.99
611, 118-00-KIT,Bilt Racing Service BRS XL Oil to Water Heat Exchanger Kit - Universal Oil Cooler,$725.00
612, 119-05,Bilt Racing Service BRS 987/997 PDK Race Paddle Shift Kit MY09-12 Boxster Cayman 911,"$1,800.00"
613, 607-10,Joe Gibbs Racing Driven Limited Slip Gear Oil 75W90 Synthetic (1 Quart) 04230,$16.98
614, 607-37,Joe Gibbs Racing Driven DCT Dual Clutch Transmission Fluid (1 Quart) 04606,$15.98
615, 99742401091,997.2 GT3 Manual Transmission Short Shifter Console Assembly,$539.00
616, GT-LSD981,"Guard Transmission Limited Slip Differential for Clubsport, GT4, and R Cayman models","$3,195.00"
617, POR.981.RE,Soul Performance Porsche 981 Boxster / Cayman Race Exhaust System,"$1,995.00"
618, POR.9871.COH,Soul Performance Porsche 987.1 Boxster / Cayman Competition Headers,"$1,595.00"
619, POR.9871.RE,Soul Performance Porsche 987.1 Boxster / Cayman Race Exhaust System,"$1,995.00"
620, POR.9872.RE,Soul Performance Porsche 987.2 Boxster / Cayman Race Exhaust System,"$1,995.00"
621, POR.996.SCC,Soul Performance Porsche 996 Carrera Sport Catalytic Converters,"$1,995.00"
622, POR.9971.SCC,Soul Performance Porsche 997.1 Carrera Sport Catalytic Converters,"$1,995.00"
623, POR.GT4.RE,Soul Performance Porsche 981 GT4 / Boxster Spyder Race Exhaust System,"$1,995.00"
624, 304-00,"Custom Four (4) Cylinder JE Piston set including rings, pins, and clips.","$1,050.00"
625, 306-00,"Custom Six (6) Cylinder JE Piston set including rings, pins, and clips.","$1,375.00"
626, 306-00-DF,"Custom 9A1 JE Piston Set for Direct Injection including rings, pins, and clips","$1,915.00"
627, 353218,"Porsche 911 2.0 80mm 9.5:1 JE Piston Set 353218 including Rings, Pins, and Clips","$1,289.77"
628, 353219,"Porsche 911 2.0 81mm 9.5:1 JE Piston Set 353219 including Rings, Pins, and Clips","$1,289.77"
629, 353220,"Porsche 911 2.0 81mm 10.5:1 JE Piston Set 353220 including Rings, Pins, and Clips","$1,289.77"
630, 353221,"Porsche 911 2.0 80mm 10.5:1 JE Piston Set 353221 including Rings, Pins, and Clips","$1,289.77"
631, 353222,"Porsche 911 2.2 84mm 9.5:1 JE Piston Set 353222 including Rings, Pins, and Clips","$1,289.77"
632, 353223,"Porsche 911 2.2 84mm 10.5:1 JE Piston Set 353223 including Rings, Pins, and Clips","$1,289.77"
633, 353224	,"Porsche 911 2.2 85mm 9.5:1 JE Piston Set 353224 including Rings, Pins, and Clips","$1,289.77"
634, 353225,"Porsche 911 2.2 85mm 10.5:1 JE Piston Set 353225 including Rings, Pins, and Clips","$1,289.77"
635, 353226,"Porsche 911 2.2 87.50mm 9.5:1 JE Piston Set 353226 including Rings, Pins, and Clips","$1,289.77"
636, 353227,"Porsche 911 2.2 87.50mm 10.5:1 JE Piston Set 353227 including Rings, Pins, and Clips","$1,289.77"
637, 353228,"Porsche 911 2.2 89mm 10.5:1 JE Piston Set 353228 including Rings, Pins, and Clips","$1,289.77"
638, 353229,"Porsche 911 2.4 84mm 9.5:1 JE Piston Set 353229 including Rings, Pins, and Clips","$1,289.77"
639, 353231,"Porsche 911 2.4 85mm 9.5:1 JE Piston Set 353231 including Rings, Pins, and Clips","$1,289.77"
640, 353232,"Porsche 911 2.4 85mm 10.5:1 JE Piston Set 353232 including Rings, Pins, and Clips","$1,289.77"
641, 353233,"Porsche 911 2.4 87.50mm 9.5:1 JE Piston Set 353233	including Rings, Pins, and Clips","$1,289.77"
642, 353234,"Porsche 911 2.4 87.50mm 10.5:1 JE Piston Set 353234 including Rings, Pins, and Clips","$1,289.77"
643, 353235,"Porsche 911 2.7 90mm 9.5:1 JE Piston Set 353235 including Rings, Pins, and Clips","$1,289.77"
644, 353236,"Porsche 911 2.7 90mm 10.5:1 JE Piston Set 353236 including Rings, Pins, and Clips","$1,289.77"
645, 353237,"Porsche 911 2.7 92mm 9.5:1 JE Piston Set 353237 including Rings, Pins, and Clips","$1,289.77"
646, 353238,"Porsche 911 2.7 92mm 10.5:1 JE Piston Set 353237 including Rings, Pins, and Clips","$1,289.77"
647, 353239,"Porsche 911 2.7 93mm 9.5:1 JE Piston Set 353239 including Rings, Pins, and Clips","$1,289.77"
648, 353240,"Porsche 911 2.7 93mm 10.5:1 JE Piston Set 353240 including Rings, Pins, and Clips","$1,289.77"
649, 353242,"Porsche 911 3.0 Turbo 95mm 6.5:1 JE Piston Set 353242 including Rings, Pins, and Clips","$1,289.77"
650, 353243,"Porsche 911 3.0 Turbo 95mm 7.0:1 JE Piston Set 353243 including Rings, Pins, and Clips","$1,289.77"
651, 353244,"Porsche 911 3.0 Turbo 98mm 7.0:1 JE Piston Set 353244 including Rings, Pins, and Clips","$1,289.77"
652, 353245,"Porsche 911 3.0 Turbo 98mm 7.5:1 JE Piston Set 353245 including Rings, Pins, and Clips","$1,289.77"
653, 353246,"Porsche 911 3.0 95mm 9.5:1 JE Piston Set 353246 including Rings, Pins, and Clips","$1,289.77"
654, 353247,"Porsche 911 3.0 95mm 10.5:1 JE Piston Set 353247 including Rings, Pins, and Clips","$1,289.77"
655, 353248,"Porsche 911 3.0 95mm 11.5:1 JE Piston Set 353248 including Rings, Pins, and Clips","$1,289.77"
656, 353249,"Porsche 911 3.0 98mm 9.5:1 JE Piston Set 353249 including Rings, Pins, and Clips","$1,289.77"
657, 353250,"Porsche 911 3.0 98mm 10.5:1 JE Piston Set 353250 including Rings, Pins, and Clips","$1,289.77"
658, 353251,"Porsche 911 3.0 98mm 11.5:1 JE Piston Set 353251 including Rings, Pins, and Clips","$1,289.77"
659, 353252,"Porsche 911 3.0 100mm 9.5:1 JE Piston Set 353252 including Rings, Pins, and Clips","$1,289.77"
660, 353253,"Porsche 911 3.0 100mm 10.5:1 JE Piston Set 353253 including Rings, Pins, and Clips","$1,289.77"
661, 353254,"Porsche 911 3.0 100mm 11.5:1 JE Piston Set 353254 including Rings, Pins, and Clips","$1,289.77"
662, 353255,"Porsche 911 3.0 102mm 10.5:1 JE Piston Set 353255 including Rings, Pins, and Clips","$1,289.77"
663, 353256,"Porsche 911 3.0 102mm 11.5:1 JE Piston Set 353256 including Rings, Pins, and Clips","$1,289.77"
664, 353283,"Porsche 911 3.2 95mm 9.5:1 JE Piston Set 353283 including Rings, Pins, and Clips","$1,289.77"
665, 353284,"Porsche 911 3.2 95mm 10.5:1 JE Piston Set 353284 including Rings, Pins, and Clips","$1,289.77"
666, 353285,"Porsche 911 3.2 95mm 11.5:1 JE Piston Set 353285 including Rings, Pins, and Clips","$1,289.77"
667, 353286,"Porsche 911 3.2 98mm 9.5:1 JE Piston Set 353286 including Rings, Pins, and Clips","$1,289.77"
668, 353287,"Porsche 911 3.2 98mm 10.5:1 JE Piston Set 353287 including Rings, Pins, and Clips","$1,289.77"
669, 353288,"Porsche 911 3.2 98mm 11.5:1 JE Piston Set 353288 including Rings, Pins, and Clips","$1,289.77"
670, 353289,"Porsche 911 3.2 100mm 9.5:1 JE Piston Set 353289 including Rings, Pins, and Clips","$1,289.77"
671, 353290,"Porsche 911 3.2 100mm 10.5:1 JE Piston Set 353290 including Rings, Pins, and Clips","$1,289.77"
672, 353291,"Porsche 911 3.2 100mm 11.5:1 JE Piston Set 353291 including Rings, Pins, and Clips","$1,289.77"
673, 353292,"Porsche 911 3.2 102mm 10.5:1 JE Piston Set 353292 including Rings, Pins, and Clips","$1,289.77"
674, 353293,"Porsche 911 3.2 102mm 11.5:1 JE Piston Set 353293 including Rings, Pins, and Clips","$1,289.77"
675, 353296,"Porsche 911 3.3 Turbo 97mm 7.0:1 JE Piston Set 353296 including Rings, Pins, and Clips","$1,289.77"
676, 353297,"Porsche 911 3.3 Turbo 97mm 7.5:1 JE Piston Set 353297 including Rings, Pins, and Clips","$1,289.77"
677, 353298,"Porsche 911 3.3 Turbo 97mm 8.0:1 JE Piston Set 353298 including Rings, Pins, and Clips","$1,289.77"
678, 353299,"Porsche 911 3.3 Turbo 97mm 8.5:1 JE Piston Set 353299 including Rings, Pins, and Clips","$1,289.77"
679, 353301,"Porsche 911 3.3 Turbo 98mm 7.5:1 JE Piston Set 353301 including Rings, Pins, and Clips","$1,289.77"
680, 353302,"Porsche 911 3.3 Turbo 98mm 8.0:1 JE Piston Set 353302 including Rings, Pins, and Clips","$1,289.77"
681, 353303,"Porsche 911 3.3 Turbo 98mm 8.5:1 JE Piston Set 353303 including Rings, Pins, and Clips","$1,289.77"
682, 353304,"Porsche 911 3.3 Turbo 100mm 7.5:1 JE Piston Set 353304 including Rings, Pins, and Clips","$1,289.77"
683, 353305,"Porsche 911 3.3 Turbo 100mm 8.0:1 JE Piston Set 353305 including Rings, Pins, and Clips","$1,289.77"
684, 353306,"Porsche 911 3.6 100mm 11.5:1 JE Piston Set 353306 including Rings, Pins, and Clips","$1,289.77"
685, 353307,"Porsche 911 3.6 100mm 12.5:1 JE Piston Set 353307 including Rings, Pins, and Clips","$1,289.77"
686, 353308,"Porsche 911 3.6 102mm 11.5:1 JE Piston Set 353308 including Rings, Pins, and Clips","$1,289.77"
687, 353309,"Porsche 911 3.6 102mm 12.5:1 JE Piston Set 353309 including Rings, Pins, and Clips","$1,289.77"
688, 353310,"Porsche 911 3.6 103mm 11.5:1 JE Piston Set 353310 including Rings, Pins, and Clips","$1,289.77"
689, 353311,"Porsche 911 3.6 103mm 12.5:1 JE Piston Set 353311 including Rings, Pins, and Clips","$1,289.77"
690, 353312,"Porsche 911 3.6 105mm 11.5:1 JE Piston Set 353312 including Rings, Pins, and Clips","$1,289.77"
691, 353313,"Porsche 911 3.6 105mm 12.5:1 JE Piston Set 353313 including Rings, Pins, and Clips","$1,289.77"
692, 304-00-CP,"Custom Six (4) Cylinder CP X-Series Piston set including rings, pins, and clips.","$1,320.00"
693, 306-00-CP,"Custom Six (6) Cylinder CP X-Series Piston set including rings, pins, and clips.","$1,975.00"
694, XP5000,"Porsche 3.0 SC 911 CP X series piston set (incl. rings, pins and clips) 95mm/70.4mm/9.5:1","$1,188.00"
695, XP5001,"Porsche 3.0 SC 911 CP X series piston set (incl. rings, pins and clips) 95mm/70.4mm/10.5:1","$1,188.00"
696, XP5002,"Porsche 3.0 SC 911 CP X series piston set (incl. rings, pins and clips) 98mm/70.4mm/9.5:1","$1,188.00"
697, XP5003,"Porsche 3.0 SC 911 CP X series piston set (incl. rings, pins and clips) 98mm/70.4mm/10.5:1","$1,188.00"
698, XP5010,"Porsche 3.2 Carrera  CP X series piston set (incl. rings, pins and clips) 95mm/74.4mm/9.5:1","$1,188.00"
699, XP5011,"Porsche 3.2 Carrera  CP X series piston set (incl. rings, pins and clips) 95mm/74.4mm/10.5:1","$1,188.00"
700, XP5012,"Porsche 3.2 Carrera  CP X series piston set (incl. rings, pins and clips) 95mm/74.4mm/11.5:1","$1,188.00"
701, XP5013,"Porsche 3.2 Carrera  CP X series piston set (incl. rings, pins and clips) 98mm/74.4mm/9.5:1","$1,188.00"
702, XP5014,"Porsche 3.2 Carrera  CP X series piston set (incl. rings, pins and clips) 98mm/74.4mm/10.5:1","$1,188.00"
703, XP5015,"Porsche 3.2 Carrera  CP X series piston set (incl. rings, pins and clips) 98mm/74.4mm/11.5:1","$1,188.00"
704, XP5020,"Porsche 3.6 964/993  CP X series piston set (incl. rings, pins and clips) 100mm/76.4mm/11.5:1","$1,188.00"
705, XP5021,"Porsche 3.6 964/993  CP X series piston set (incl. rings, pins and clips) 100mm/76.4mm/12.5:1","$1,188.00"
706, XP5022,"Porsche 3.8 964/993  CP X series piston set (incl. rings, pins and clips) 102mm/76.4mm/11.5:1","$1,188.00"
707, XP5023,"Porsche 3.8 964/993  CP X series piston set (incl. rings, pins and clips) 102mm/76.4mm/12.5:1","$1,188.00"
708, 400-986-SPC,"PCA Club Racing Legal Spec Class CP-Carrillo Connecting Rod Set for Boxster, Cayman, and 911","$1,548.23"
709, PR-2.0>-65120H,CP-Carrillo Connecting Rods Set for Porsche 2.0/2.2 Liter 911 with WMC or CARR Bolts,"$1,548.13"
710, PR-247>-65030H,CP-Carrillo Connecting Rods Set for Porsche 2.4/2.7 Liter 911 with WMC or CARR Bolts,"$1,548.13"
711, PR-3.0>-65030H,CP-Carrillo Connecting Rods Set for Porsche 3.0 Liter with 3/8 WMC or CARR Bolts,"$1,548.13"
712, PR-33>-22-65000H,CP-Carrillo Connecting Rods Set for Porsche 3.2/3.3 Turbo/Non-Turbo 22mm Pins with WMC or CARR Bolts,"$1,548.13"
713, PR-33>23-65000H,CP-Carrillo Connecting Rods Set for Porsche 3.2/3.3 Turbo/Non-Turbo 23mm Pins with WMC or CARR Bolts,"$1,548.13"
714, PR-912>-45352S,CP-Carrillo Pro H Connecting Rod Set for Porsche 356 and 912 with Upgraded 1/4 CARR Bolts,"$1,225.35"
715, PR-993>-65000H,CP-Carrillo Connecting Rods Set for Porsche 993 / 996 Turbo 0.768 Pin End Width with 3/8 WMC or CARR Bolts,"$1,548.13"
716, PR-99603>-65590H,CP-Carrillo Connecting Rods Set for Porsche 996/997 3.6/3.8 Non-Turbo with WMC or CARR bolts (the short rod),"$1,548.13"
717, PR-996>-65708H,CP-Carrillo Connecting Rods Set for Porsche 986/987/996 2.5/2.7/3.2/3.4 with WMC or CARR bolts (the long rods),"$1,548.13"
718, PR-RSR>-65000H,CP-Carrillo Connecting Rods Set for Porsche RSR 964 0.768 Pin End Width with 3/8 WMC or CARR Bolts,"$1,548.13"
719, PR_B38T09_0HS_5511B6H,CP-Carrillo Connecting Rods Set for Porsche 3.8 Turbo 2009 5.511 Long with 3/8 WMC or CARR bolts,"$1,548.23"
720, PR_B9A1_0HS_5512B6H,CP-Carrillo Connecting Rods Set for Porsche 9A1 2009+ 3.4/3.6/3.8 Non-Turbo with WMC or CARR Bolts,"$1,548.13"
721, PR_R7T23_0HT_5118B6H,CP-Carrillo Connecting Rods Set for Porsche 997 Cup 130mm Long 23mm Pins with WMC or CARR Bolts,"$1,548.13"
722, PR_R7T3_0HT_5118B6H,CP-Carrillo Connecting Rods Set for Porsche 997 Cup 130mm Long 22mm Pins with WMC or CARR bolts,"$1,548.13"
723, PR_R912_1HS_5352B4S ,CP-Carrillo Pro H Connecting Rod Set for Porsche 356 and 912 with Upgraded 1/4 CARR Bolts - New Increased Clearance Design,"$1,505.72"
724, PR_R997T_0HS_5000B6H,CP-Carrillo Connecting Rods Set for Porsche 997 3.6 Turbo 2008 5.000 Long With 3/8 WMC or CARR Bolts,"$1,548.13"
725, 400-986,"Porsche Boxster, Cayman, and 911 (996) LN Spec K1 Connecting Rod Set for 2.5, 2.7, 3.2, & 3.4 M96/M97",$899.00
