,sku,product_name,price
254, 107-07,Custom Aircooled Nickies Cylinder Services,$0.00
255, 107-KS,Add Knock Sensor Bosses to Nickies Cylinders,$400.00
256, 99310708800LN,LN Engineering Chain Tensioner Oil Bridge for Porsche 964/993 Models,$139.00
257, 106-09.1,Custom 89mm Head Gasket Set for 2.5/2.7 ( 5- chain engine),$350.00
258, 106-09.2,Custom 89mm Head Gasket Set for 2.5/2.7 (3- Chain engine),$350.00
259, 106-09.3/101,"Custom 101mm Head Gasket Set for 3.2/3.4/3.6/3.8 (5- or 3- Chain Engines, 0.032'' or 0.040'' thickness ",$350.00
260, 106-09.3/99,Custom 99mm Head Gasket Set for 3.2/3.4/3.6/3.8 (5- or 3- Chain Engines),$350.00
261, 106-14.99-101,LN Engineering 99-101mm Ring Squaring Tool,$24.95
262, 106-28,M96 Faultless Tools Wrist Pin Clip Installation Tool,"$1,995.00"
263, 106-29,M96 Faultless Supplemental Engine Assembly Tool Kit and Flywheel Lock Kit (Inc. Cayenne V8 & 9A1),"
                    $849.00                "
264, 106-986.1.SPB,"Spec Boxster 2.5 Nickies inc. 85.5mm CP Piston set, inc. rings, pins, & clips","$5,395.00"
265, 106-986.2,"2.5 Boxster Nickies inc. 85.5mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
266, 106-986.20,"3.2 to 3.8 Nickies inc. Boxster 101mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
267, 106-986.3,"2.5 to 2.7 Boxster Nickies inc. 89mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
268, 106-986.4,"2.7 Boxster Cayman Nickies inc. 85.5mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
269, 106-986.5,"2.7 to 2.9 Boxster Cayman Nickies inc. 89mm JE Piston set, inc. rings, pins, & clips.","$5,095.00"
270, 106-986.85.5,Porsche 986/987 2.5 or 2.7 85.5mm Nickies,"$3,720.00"
271, 106-986.89,Porsche 986/987 2.5 to 2.7 or 2.7 to 2.9 89mm Nickies,"$3,720.00"
272, 106-986.9,"3.2 to 3.6 Nickies inc. Boxster 99mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
273, 106-986.93,Porsche 986/987 3.2 93mm Nickies Block Sleeving,"$3,720.00"
274, 106-986.9T,"3.2 to 3.6 Boxster Nickies inc. Turbo 10:1 99mm JE Piston set inc. rings, pins & clips","$5,095.00"
275, 106-987.20,"3.4 to 3.8 987 Boxster/Cayman S 101mm JE Piston Set inc. rings, pins, and clips.","$5,095.00"
276, 106-987.3,"3.4 to 3.6 987 Boxster/Cayman S 99mm JE Piston Set inc. rings, pins, and clips.","$5,095.00"
277, 106-987.3T,"3.4 to 3.6 987 Boxster/Cayman S 99mm 10:1 JE Piston Set inc. rings, pins, and clips.","$5,095.00"
278, 106-996.101,"Porsche 986/987 3.2 to 3.8, 3.4 to 3.8, 3.6 to 4.0 101mm Nickies","$3,720.00"
279, 106-996.2,"3.4 911 Nickies inc. 96mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
280, 106-996.2.SPC,"Spec Cayman 3.4 Nickies Block Sleeving and 96mm CP Piston set, inc. rings, pins, & clips","$5,395.00"
281, 106-996.20,"3.4 to 3.8 911 Nickies inc. 101mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
282, 106-996.3,"3.4 to 3.6 911 Nickies inc. 99mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
283, 106-996.3T,"3.4 to 3.6 Boxster Cayman 911 Nickies inc. Turbo 10:1 99mm JE Piston set inc. rings, pins, & clips","$5,095.00"
284, 106-996.5,"3.6 911 Nickies inc. 96mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
285, 106-996.7,"3.6 to 3.8 911 Nickies inc. 99mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
286, 106-996.96,Porsche 996/997 3.4 or 3.6 96mm Nickies,"$3,720.00"
287, 106-996.99,"Porsche 986/987 3.2 to 3.6, 3.4 to 3.6, 3.6 to 3.8 99mm Nickies","$3,720.00"
288, 106-997.1,"3.8 911 Nickies inc. 99mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
289, 106-997.101,Porsche 997 3.8 to 4.0 101mm Nickies,"$3,720.00"
290, 106-997.2,"3.8 to 4.0 911 Nickies inc. 101mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
291, 106-997.20,"3.6 to 4.0 911 Nickies inc. 101mm JE Piston set, inc. rings, pins, & clips","$5,095.00"
292, 106-997.99,Porsche 997 3.8 99mm Nickies,"$3,720.00"
293, 107-06.1,Vapor Blasting Service,$250.00
294, NICKIES-LITE-SVC,Nickies Lite Service for 97-08 M96 M97 Boxster Cayman models including JE Pistons,"$3,740.00"
295, P201-996,P201 Dual Pattern Engine Stand Yoke For Watercooled Porsche Boxster Cayman 911 Models 1997-2020 M96/M97 MA1/MA2 9A1/9A2,$899.00
296, 106-29,M96 Faultless Supplemental Engine Assembly Tool Kit and Flywheel Lock Kit (Inc. Cayenne V8 & 9A1),"
                    $849.00                "
297, 106-9872.89,Nickies Lite Service for MY09-16 2.7 2.9 89mm Boxster Cayman 911 9A1 Engines inc Updated Piston Oiling,"$2,365.00"
298, 106-9872.97,Nickies Lite Service for MY09-16 3.4 3.6 97mm Boxster Cayman 911 9A1 Engines inc Updated Piston Oiling,"$2,365.00"
299, 106-9972.102,Nickies Lite Service for MY09-16 3.8 102mm Boxster Cayman 911 9A1 Engines inc Updated Piston Oiling,"$2,365.00"
300, 107-06.1,Vapor Blasting Service,$250.00
301, 306-00-DF,"Custom 9A1 JE Piston Set for Direct Injection including rings, pins, and clips","$1,915.00"
302, P201-996,P201 Dual Pattern Engine Stand Yoke For Watercooled Porsche Boxster Cayman 911 Models 1997-2020 M96/M97 MA1/MA2 9A1/9A2,$899.00
303, 106-29,M96 Faultless Supplemental Engine Assembly Tool Kit and Flywheel Lock Kit (Inc. Cayenne V8 & 9A1),"
                    $849.00                "
304, 107-06.1,Vapor Blasting Service,$250.00
305, 109-93,"4.5 Cayenne S, Turbo 93mm Nickies Lite Engine Block Reconditioning. No pistons or rings included.","$3,015.00"
306, 109-93.1,"4.5 Cayenne S Nickies Lite Engine Block Reconditioning inc. JE Piston set, inc. rings, pins, & clips","$4,825.00"
307, 109-93.2,"4.5 Cayenne Turbo Nickies Lite Engine Block Reconditioning inc. JE Piston set, inc. rings, pins, & clips","$4,825.00"
308, 109-96,"4.8 MY08+ Cayenne S, Turbo 96mm Nickies Lite Engine Block Reconditioning. No pistons or rings included.","$3,015.00"
309, 109-96.3,"4.8 MY08+ 96mm Cayenne S Nickies Lite Engine Block Reconditioning inc. JE Piston set, inc. rings, pins, & clips","$5,000.00"
310, 109-96.4,"4.8 MY08+ 96mm Cayenne Turbo Nickies Lite Engine Block Reconditioning inc. JE Piston set, inc. rings, pins, & clips","$5,000.00"
311, 107-06.1,Vapor Blasting Service,$250.00
312, 108-100,"100.00mm 996/997TT, GT3 Stock Replacement Nickies (Aluminum)","$3,489.00"
313, 108-100.1,"OE Replacement Nickies inc. 100mm 996TT JE Piston set, inc. rings, pins, & clips","$4,864.00"
314, 108-100.2,"OE Replacement Nickies inc. 100mm 997TT JE Piston set, inc. rings, pins, & clips","$4,864.00"
315, 108-100.3,"OE Replacement Nickies inc. 100mm 996 GT3 JE Piston set, inc. rings, pins, & clips","$4,864.00"
316, 108-100.4,"OE Replacement Nickies inc. 100mm 997 GT3 JE Piston set, inc. rings, pins, & clips","$4,864.00"
317, 107-06.1,Vapor Blasting Service,$250.00
318, 111-100,Porsche 944/944T/968 100mm Engine Block Reconditioning. No pistons or rings included.,"$1,699.00"
319, 111-100.1,"Porsche 944 Turbo Stock Replacement JE Piston set, inc. rings, pins, & clips.","$1,050.00"
320, 111-104,Porsche 944/944T/968 104mm Engine Block Reconditioning. No pistons or rings included.,"$1,699.00"
321, LIB-0026,FREE DOWNLOAD: Understanding Bore Scoring in Al-Si Cylinder Systems by Charles Navarro,$0.00
322, PS86-003N,Porsche® 356 912 86mm|1720cc Nickies™ Cylinder and Mahle® Piston Set (Slip-in case register) 57.5-60.5cc,"$4,600.00"
323, PS86-004N,Porsche® 356 912 86mm|1720cc Nickies™ Cylinder and Mahle® Piston Set (Slip-in case register) 60.5-63.5cc,"$4,600.00"
324, PS86-005N,Porsche® 356 912 86mm|1720cc Nickies™ Cylinder and Mahle® Piston Set (Slip-in case register) 63.5-66.5cc,"$4,600.00"
325, PS91-001N,Porsche® 356 912 91mm|1925cc Nickies™ Cylinder and Mahle® Piston Set (Machine-in case & head register**) 57.5-60.5cc,"$4,600.00"
326, PS91-002N,Porsche® 356 912 91mm|1925cc Nickies™ Cylinder and Mahle® Piston Set (Machine-in case & head register**) 60.5-63.5cc,"$4,600.00"
327, PS91-003N,Porsche® 356 912 91mm|1925cc Nickies™ Cylinder and Mahle® Piston Set (Machine-in case & head register**) 63.5-66.5cc,"$4,600.00"
328, PS100-009N,Porsche® 911 3.2L to 3.5L (1984 - 1989) Machine-in Mahle® Cylinder and Piston Set ,"$6,900.00"
329, PS100-010N,Porsche® 911 3.3L to 3.5L 930T (1978 - 1992) Machine-in Mahle® Cylinder and Piston Set ,"$6,900.00"
330, PS100-011N,Porsche® 911 3.0L to 3.3L CIS Injection (1976 - 1983)Machine-in Mahle® Cylinder and Piston Set ,"$6,900.00"
331, PS102-017,Porsche® 964 NA 3.6L to 3.8L (slip-in cyl.) Mahle® Cylinder and Piston Set ,"$5,338.63"
332, PS102-018,Porsche® 964 NA 3.6L to 3.8L (Ø109mm cyl.) Mahle® Cylinder and Piston Set ,"$5,456.33"
333, PS102-019,Porsche® 993 Turbo 3.6L to 3.8L (Ø109mm cyl 114.5mm tall) Mahle® Cylinder and Piston Set ,"$6,669.37"
334, PS102-020,Porsche® 964 / 993 Turbo Piston 3.6L to 3.8L (slip-in cyl.) Mahle® Cylinder and Piston Set ,"$5,338.63"
335, PS102-021,Porsche®  964 / 993 Turbo Piston 3.6L to 3.8L (Ø109mm cyl.) Mahle® Cylinder and Piston Set ,"$5,456.33"
336, PS102-022,MMS 993 RSR 3.6L to 3.8L (slip-in cyl.) Mahle® Cylinder and Piston Set ,"$5,338.63"
337, PS102-023,MMS 993 RSR 3.6L to 3.8L (Ø109mm cyl.)  Mahle® Cylinder and Piston Set ,"$5,456.33"
338, PS104-001N,Porsche® 911 3.6L to 3.9L 964 / 993 (1989 - 1998) Machine-in Mahle® Cylinder and Piston Set ,"$6,900.00"
339, PS80-001,Porsche® 911S 2.0L (1964-1968)  Mahle® Cylinder and Piston Set ,"$5,421.81"
340, PS84-001,Porsche® 911S 2.2/2.4L (1969-1973) Mahle® Cylinder and Piston Set ,"$4,801.75"
341, PS86-002,Porsche® 911S 2.5L  Mahle® Cylinder and Piston Set ,"$4,801.75"
342, PS90-003N,Porsche® 911 2.7L Carb or K-Jet CIS (1973 - 1977)  90mm Nickies™ Cylinder and 10.3:1 Mahle Motorsports® Piston Set,"$6,900.00"
343, PS92-004N,Porsche® 911 2.7L to 2.8L K-Jet CIS (1973 - 1977)  Mahle® Cylinder and Piston Set ,"$6,900.00"
344, PS93-004N,Porsche® 911 2.7L to 2.9L Carb or K-Jet CIS (1973 - 1977)  Nickies™ Cylinder and Mahle® Piston Set ,"$6,900.00"
345, PS98-009,Porsche® 930 TURBO 3.3L to 3.4L (1978 - 1989) Mahle® Cylinder and Piston Set ,"$5,122.52"
346, PS98-010,Porsche® 911 CARRERA 3.2L to 3.4L (1984 - 1989) Motronic inj. Mahle® Cylinder and Piston Set ,"$4,977.10"
347, PS98-014,Porsche® 911 3.0L to 3.2L (1978 - 1983) Carb or Mech. Inj. Mahle® Cylinder and Piston Set ,"$4,977.10"
348, PS98-015,Porsche® 911 3.0L to 3.2L (1978 - 1983) Motronic inj. Mahle® Cylinder and Piston Set,"$4,977.10"
349, PS98-016,Porsche® 930 TURBO 3.0L to 3.2L (1976 - 1977)  Mahle® Cylinder and Piston Set ,"$4,977.10"
350, 197846037,Mahle Motorsports 100mm 12.0:1 Porsche 3.8 997 Piston Set 197846037,"$1,071.56"
351, 197846098,Mahle Motorsports 99mm 11.8:1 Porsche 3.8 997 Piston Set 197846098,"$1,071.56"
352, 197849080,Mahle Motorsports 96mm 11.1:1 Porsche 3.4 996 / Cayman S Piston Set 197849080,"$1,109.11"
353, 197849280,Mahle Motorsports 96mm 11.3:1 Porsche 3.6 996 / 997 Piston Set 197849280,"$1,109.11"
354, 930070756,Mahle Motorsports 100.50mm 8.6:1 Porsche 944 Turbo 2.5 Piston Set 930070756,$845.08
355, 930070776,Mahle Motorsports 101.00mm 8.6:1 Porsche 944 Turbo 2.5 Piston Set 930070776,$845.08
356, 930130214,Mahle Motorsports 104.50mm 8.8:1 Porsche 968 Turbo 3.0 Piston Set 930130214,$845.08
357, 930285900,Mahle Motorsports PowerPak Volkswagen Type 1 94mm 35mm CH Racing Flat Top Piston Set 930285900,$417.07
358, 106-08.2.2,Single Row Pro IMS Retrofit Kit for MY00-05 Porsche 986 Boxster and 996 911 Models,$849.00
359, 106-08.30,IMS Upgrade Kit for MY06-08. Engine disassembly required and tool kit 106-08.21.,$849.00
360, 106-08.4,Dual Row IMS Retrofit Kit for MY97-01 986 Boxster and 996 911 Models,$849.00
361, 106-08.INSTALLKIT,M96/M97 Camshaft Plug and Tensioner Seal Set,"
                    $28.26                "
362, 107-10,Advanced Technical Support (ATS),$170.00
363, 99610517054,5-Chain IWIS Timing Chain - Cam to Cam 97-01 Boxster 99-01 911,"
                    $48.22                "
364, 99610525300,Genuine Porsche 5-Chain Variocam Wear Pads 97-01 Boxster 99-01 911,$30.54
365, 99907309101,"Tiptronic Drive Plate Bolt to Crankshaft 10 X 1 X 25 mm (Set of 8) Porsche Boxster, Cayman, 911 1997-2008",$23.00
366, 99907309202,Porsche Boxster Cayman 911 M96/M97 Flywheel Bolt Crankshaft to Flywheel 10 X 50 mm (Set of 8),"
                    $19.20                "
367, 106-01.2,Replacement Oil Filter for the IMS Solution Spin-on Filter Adapter/ 9A1 Spin-On Adapter,$12.00
368, 106-08.20,IMS Solution Bearing Replacement Kit for Single Row IMS MY00-05 Boxster & 911 Models,"$1,849.00"
369, 106-08.40,IMS Solution for Dual Row IMS MY97-01,"$1,849.00"
370, 106-08.60,IMS Solution for MY06-08 Engines. Engine disassembly required.,"$1,849.00"
371, 106-08.IMSSSPARES,IMS Solution O-Ring and Spares Kit,$58.95
372, 106-08.INSTALLKIT,M96/M97 Camshaft Plug and Tensioner Seal Set,"
                    $28.26                "
373, 106-24.3,Billet Washable 45-micron Racing Oil Filter (For use with IMS Solution),$200.00
374, 106.08.20.4.SHIM,IMS Solution Spin On Filter Adapter Indexing Shim,$11.25
375, 1068,Replacement Long Oil Filter for the IMS Solution Spin-on Filter Adapter/ 9A1 Spin-On Adapter,$12.00
376, 107-10,Advanced Technical Support (ATS),$170.00
377, 99610517054,5-Chain IWIS Timing Chain - Cam to Cam 97-01 Boxster 99-01 911,"
                    $48.22                "
378, 99610525300,Genuine Porsche 5-Chain Variocam Wear Pads 97-01 Boxster 99-01 911,$30.54
379, 99907309101,"Tiptronic Drive Plate Bolt to Crankshaft 10 X 1 X 25 mm (Set of 8) Porsche Boxster, Cayman, 911 1997-2008",$23.00
380, 99907309202,Porsche Boxster Cayman 911 M96/M97 Flywheel Bolt Crankshaft to Flywheel 10 X 50 mm (Set of 8),"
                    $19.20                "
381, LIB-0027,FREE DOWNLOAD: IMS Solution Instructions,$0.00
382, 106-08.2R,Single Row RND RS Roller IMS Bearing Replacement Retrofit Kit,$749.00
383, 106-08.4R,Dual Row RND RS Roller IMS Bearing Replacement Retrofit Kit,$749.00
384, 106-08.INSTALLKIT,M96/M97 Camshaft Plug and Tensioner Seal Set,"
                    $28.26                "
385, 107-10,Advanced Technical Support (ATS),$170.00
386, 99610517054,5-Chain IWIS Timing Chain - Cam to Cam 97-01 Boxster 99-01 911,"
                    $48.22                "
387, 99610525300,Genuine Porsche 5-Chain Variocam Wear Pads 97-01 Boxster 99-01 911,$30.54
388, 99907309101,"Tiptronic Drive Plate Bolt to Crankshaft 10 X 1 X 25 mm (Set of 8) Porsche Boxster, Cayman, 911 1997-2008",$23.00
389, 99907309202,Porsche Boxster Cayman 911 M96/M97 Flywheel Bolt Crankshaft to Flywheel 10 X 50 mm (Set of 8),"
                    $19.20                "
390, LIB-0029,FREE DOWNLOAD: RND RS Roller Single Row IMS Retrofit Instructions,$0.00
391, LIB-0030,FREE DOWNLOAD: RND RS Roller Dual Row IMS Retrofit Instructions,$0.00
392, 10.0881.001,CR Tools Crankcase AOS Vacuum Measurement Tool,$349.00
393, 106-01.7,Billet Oil Filter Cutter,$63.95
394, 106-29,M96 Faultless Supplemental Engine Assembly Tool Kit and Flywheel Lock Kit (Inc. Cayenne V8 & 9A1),"
                    $849.00                "
395, 107-10,Advanced Technical Support (ATS),$170.00
396, 400 0080 10,LuK Dual-Mass Flywheel Diagnostic Tool Kit,$629.00
397, B9696,Baum Coolant Vacuum Fill Lift Tool ,$159.00
398, RS-9699,R&S 9699+9699/2 RMS Crankshaft Rear Main Seal Tool 97-08 M96 M97,$555.00
399, SDX-1000,[for US only] SPEEDiagnostix Used Oil Analysis Kit (Standard or Expedited Turnaround).,$62.95
400, SDX-1000-5,[for CANADA only] SPEEDiagnostix Used Oil Analysis Kit (Standard Turnaround).,$81.95
401, 106-01.ORINGKIT,Spin-on Oil Filter Adapter Replacement O-Ring Kit,$12.95
402, 106-08.13.1,IMS Pro Tool Kit Threaded Rod including nut and thrust washer,$37.92
403, 106-08.13.5,IMS Pro Tool Kit Hex Adapter for LN Bearing,$25.86
404, 106-08.20.4,Spin-On Oil Filter Adapter with -3 AN Oil Port,$299.00
405, 106-08.22.3,Faultless IMS Tool Tapered Sleeve,$61.29
406, 106-08.22.7,Faultless IMS Tool Thrust Bearing,$56.58
407, 106-08.30.B,IMS Solution Adapter Bushing for MY06-08 IMS Shaft.,$200.00
408, 106-08.30.R,MY06-08 IMS Housing Bore Repair Adapter Ring/Sleeve,$199.00
409, 106-08.IMSRORINGS,IMS Retrofit O-Ring Kit,$17.95
410, 106-08.IMSSSPARES,IMS Solution O-Ring and Spares Kit,$58.95
411, 106-08.INSTALLKIT,M96/M97 Camshaft Plug and Tensioner Seal Set,"
                    $28.26                "
412, 106.08.20.4.SHIM,IMS Solution Spin On Filter Adapter Indexing Shim,$11.25
413, 99610502406KIT,MY06-08 Intermediate Shaft IMS Reseal Kit,$199.00
414, 99610517054,5-Chain IWIS Timing Chain - Cam to Cam 97-01 Boxster 99-01 911,"
                    $48.22                "
415, 99610525300,Genuine Porsche 5-Chain Variocam Wear Pads 97-01 Boxster 99-01 911,$30.54
416, 99907309101,"Tiptronic Drive Plate Bolt to Crankshaft 10 X 1 X 25 mm (Set of 8) Porsche Boxster, Cayman, 911 1997-2008",$23.00
417, 99907309202,Porsche Boxster Cayman 911 M96/M97 Flywheel Bolt Crankshaft to Flywheel 10 X 50 mm (Set of 8),"
                    $19.20                "
418, 106-06.1,LN Engineering 160F Low Temperature Thermostat Insert MY97-08 M96/M97,$99.00
419, 106-06.2,Thermostat Installation/Removal Tool MY97-08 M96/M97,$20.00
420, 106-06.3,Thermostat Housing Gasket MY97-08 M96/M97,$6.13
421, 106-06.6,Bilt Racing Service BRS 160F Low Temperature Thermostat MY09-12 9A1,$99.00
422, 106-22,Bilt Racing Service BRS Oil Cooler Delete (For installing external oil cooler) MY97-08 M96/M97 ,$250.00
423, 996 106 447 04,Genuine Porsche Expansion Tank Cap,$29.59
424, 996-106-011-57-KIT,"Porsche OEM 986/996 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$349.00
425, 997-106-011-06-KIT,"Porsche OEM 987/997 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$359.00
426, 9A1-106-048-02-KIT,"Genuine Porsche 987.2/997.2 Water Pump Kit inc. Gaskets, Belt, Bolts, Stock Thermostat, & Driven CSP","
                    $681.59                "
427, B9696,Baum Coolant Vacuum Fill Lift Tool ,$159.00
428, 000 043 204 35,Loctite 5900 Sealant (50 ml tube),$23.95
429, 106-00.12 ,Bilt Racing Service BRS Billet 2.5 QT 9A2 Deep Sump Oil Pan Kit for 991.2 Models,"$2,500.00"
430, 106-00.13,Bilt Racing Service BRS Billet 2 QT Deep Sump Oil Pan Kit for 718 Models,"$2,225.00"
431, 106-08.30.R,MY06-08 IMS Housing Bore Repair Adapter Ring/Sleeve,$199.00
432, 106-08.INSTALLKIT,M96/M97 Camshaft Plug and Tensioner Seal Set,"
                    $28.26                "
433, 106-09.1,Custom 89mm Head Gasket Set for 2.5/2.7 ( 5- chain engine),$350.00
434, 106-09.2,Custom 89mm Head Gasket Set for 2.5/2.7 (3- Chain engine),$350.00
435, 106-09.3/101,"Custom 101mm Head Gasket Set for 3.2/3.4/3.6/3.8 (5- or 3- Chain Engines, 0.032'' or 0.040'' thickness ",$350.00
436, 106-09.3/99,Custom 99mm Head Gasket Set for 3.2/3.4/3.6/3.8 (5- or 3- Chain Engines),$350.00
437, 106-10,Billet IMS to Crankshaft Tensioner Blade Paddle MY97-08 M96/M97,$349.00
438, 106-11,Chromoly Oil Pump Hex Drive MY97-08 M96/M97,$50.00
439, 106-11.1,Updated 997 Oil Pressure Relief Kit for all M96 and M97 Engines 1997-2008,"
                    $37.50                "
440, 106-14.99-101,LN Engineering 99-101mm Ring Squaring Tool,$24.95
441, 106-21,Rear Main Seal (RMS) for MY97-08 M96/M97,$30.00
442, 106-23,Bilt Racing Service BRS Billet Secondary Air Block Off Delete Plates Boxster Cayman 911 97-08,$70.00
443, 120-03,Bilt Racing Service BRS Motorsports AOS Adapter MY97-02 Boxster and MY99-01 996 M96 ,$849.99
444, 120-04,Bilt Racing Service BRS 9A1 Oil Cooler Delete Adapter Kit MY09-12 Cayman Boxster 911,$299.00
445, 204-4707,"ARP M96/M97 Head Stud Kit 97-08 Porsche Boxster, Cayman, 911",$505.99
446, 204-5001,"ARP M96/M97 Carrier Through Bolt Kit  Porsche Boxster, Cayman, 911 (was 106-23)",$121.99
447, 204-6301,"ARP M96/M97 Rod Bolts for Stock Porsche Boxster, Cayman, 911 Connecting Rods (was 106-15)",$157.99
448, 400-986,"Porsche Boxster, Cayman, and 911 (996) LN Spec K1 Connecting Rod Set for 2.5, 2.7, 3.2, & 3.4 M96/M97",$899.00
449, 400-986-SPC,"PCA Club Racing Legal Spec Class CP-Carrillo Connecting Rod Set for Boxster, Cayman, and 911","$1,548.23"
450, 400-997,Porsche 911 LN Spec K1 Connecting Rod Set for 3.6 & 3.8 M96/M97 ,$899.00
451, 94810722200,"Porsche Cayenne V8 (08-17), Macan V6 (15-18), Panamera (12-16), 911 (09-19) OEM Mahle Oil Filter Kit",$23.60
452, 996-106-011-57-KIT,"Porsche OEM 986/996 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$349.00
453, 99610113162C,Coated Main Bearings (STD) Porsche Boxster 2.5 M96,$25.71
454, 99610120510C,Coated Main Bearings (STD) Porsche Boxster 2.7 3.2 911 3.4 to 2001 M96 M97,$16.90
455, 99610120904C,Coated Main Bearings (STD) Porsche 911 3.6 3.8 Boxster Cayman 3.4 (2006-2008) M96 M97,$56.77
456, 99610312162C,Coated Rod Bearings (STD) 1997-2008 Porsche M96 M97 2.5-3.8 Boxster Cayman 911,$17.91
457, 99610502406KIT,MY06-08 Intermediate Shaft IMS Reseal Kit,$199.00
458, 99610517054,5-Chain IWIS Timing Chain - Cam to Cam 97-01 Boxster 99-01 911,"
                    $48.22                "
459, 99610525300,Genuine Porsche 5-Chain Variocam Wear Pads 97-01 Boxster 99-01 911,$30.54
460, 99610702055,Genuine Porsche Oil Filter Housing inc. Filter 97-08 Boxster Cayman 911,$27.27
461, 99610722553,OEM Porsche M96/M97 Mahle Oil Filter Kit inc Turbo GT2 GT3,$12.00
462, 99611401205,OEM Luk Dual Mass Flywheel Porsche 911 99-08 All 996 & 997 Models,"
                    $1,219.97                "
463, 997-106-011-06-KIT,"Porsche OEM 987/997 Water Pump Kit inc. Gaskets, Belt, Bolts, Low Temp Thermostat, & Driven CSP",$359.00
464, 99711691303,OEM Sachs Clutch Kit for Porsche 911 997 2005-2008 C2 & 06-08 C4 ,"
                    $1,003.15                "
465, 99907309101,"Tiptronic Drive Plate Bolt to Crankshaft 10 X 1 X 25 mm (Set of 8) Porsche Boxster, Cayman, 911 1997-2008",$23.00
466, 99907309202,Porsche Boxster Cayman 911 M96/M97 Flywheel Bolt Crankshaft to Flywheel 10 X 50 mm (Set of 8),"
                    $19.20                "
467, 9A1-106-048-02-KIT,"Genuine Porsche 987.2/997.2 Water Pump Kit inc. Gaskets, Belt, Bolts, Stock Thermostat, & Driven CSP","
                    $681.59                "
468, 9A110722400,Porsche Boxster Cayman 987.2 981 OEM Mahle Oil Filter Kit,$25.84
469, NW-996-RED,Notta Wrench Air Oil Separator AOS Line Release Tool 996/986 Models,$30.00
470, NW-997-TAN,Notta Wrench Air Oil Separator AOS Line Release Tool 997/987 Models,$30.00
471, P201-996,P201 Dual Pattern Engine Stand Yoke For Watercooled Porsche Boxster Cayman 911 Models 1997-2020 M96/M97 MA1/MA2 9A1/9A2,$899.00
472, POR.996.SCC,Soul Performance Porsche 996 Carrera Sport Catalytic Converters,"$1,995.00"
473, POR.9971.SCC,Soul Performance Porsche 997.1 Carrera Sport Catalytic Converters,"$1,995.00"
474, 106-01.1,Replacement Oil Filter for Spin-On Oil Filter Adapter 106-01,$12.00
475, 106-01.2,Replacement Oil Filter for the IMS Solution Spin-on Filter Adapter/ 9A1 Spin-On Adapter,$12.00
476, 106-07.2,Replacement Drain Plug Washers / Gaskets (Pack of 5) 97-16 Boxster Cayman 911 04-18 Cayenne 10-15 Panamera,$4.95
477, 106-24.1,Replacement Gasket Set for the Bilt Racing Service BRS Billet Oil Filter,$9.99
478, 106-24.2,Billet Washable 45-micron Racing Oil Filter (Not for IMS Solution),$200.00
479, 106-24.3,Billet Washable 45-micron Racing Oil Filter (For use with IMS Solution),$200.00
480, 1068,Replacement Long Oil Filter for the IMS Solution Spin-on Filter Adapter/ 9A1 Spin-On Adapter,$12.00
481, 117-10.1,Bilt Racing Service BRS Billet PDK Pan Filter Service Pack,$99.99
482, 6106,Replacement Gasket for Bilt Racing Service BRS 2QT Deep Sump,$19.95
483, 106-00,Bilt Racing Service BRS .5QT Deep Sump Oil Pan Kit MY97-08 M96/M97,$299.00
484, 106-00.1,Bilt Racing Service BRS 2QT Deep Sump Oil Pan Kit MY97-08 M96/M97 inc. X51-Style Baffle,$899.00
485, 106-00.5,Bilt Racing Service BRS Billet 2.5 QT Deep Sump Oil Pan Kit MY09-16 9A1 for 987.2 997.2 981 991 models,"$2,500.00"
486, 106-00.6,EBS Racing X51-Style Oil Pan Baffle Kit,$349.00
487, 106-00.7,EBS Racing X51-Style Oil Pan Baffle Kit for .5 Quart Deep Sump,$349.00
488, 106-00.8,Bilt Racing Service BRS 986/987 Boxster/Cayman Stainless Steel Sump Guard Plate MY97-08,$299.00
489, 106-00.9,Bilt Racing Service BRS 911 Stainless Steel Sump Guard Plate MY99-08,$299.00
490, 106-01,Spin-on Oil Filter Adapter for MY97-08 Boxster Cayman 911,$149.00
491, 106-01.3,Spin-on Oil Filter Adapter for MY09 and later 9A1 engines; Boxster/Cayman only,$149.00
492, 106-01.3.OCB, Oil Change Bundle for MY 2009 - 2016 Boxster/Cayman,$172.74
493, 106-01.8,"FilterMAG SS300 for 2.9-3.4"" OD Filters & Spin On Filter Adapter 106-01 106-01.3",$69.95
