,name,sku,price
198,"Lifter: Mechanical, Gas and Diesel Inline 4 cylinder VWs 75-86", 1269,13.95
199,"Dipstick: Jetta, Golf & Others 85-92 - 1.6L D", 18650,14.95
200,"Main Seal: Jetta, Rabbit, Golf, & Others 75-99", 1141,9.95
201,"Assembly Lube: Liqui Moly 4oz Bottle, for use in assembling all VW engines, Gas or Diesel", 18949,9.95
202,Head Gasket: 1.5L Diesel - 3 Notch, 1187,28.95
203,"Timing Belt Cover: Jetta, Golf, Passat TD/TDI 93-99 - Upper Backing Plate, USED", 41470,65.00
204,Injector Line: 1.5D/1.6D/1.6TD 77-90.5 - #4, 13832,25.95
205,"Glow Plug Fuse: VW Diesels 77-97, 50 Amp", 3590,0.95
206,"Oil Pressure Sender: Rabbit, Jetta, Golf, & Many Others 82-99 - 1.8 Bar, White", 3055,7.95
207,Head Gasket: 1.6L Diesel and Turbo Diesel Mechanical - 1 Notch, 1185,29.95
208,"Fuel Hose: Rabbit, Jetta Diesel 1977-1984", 50004,14.95
209,"Bolt: 8mm x 60mm, 1.6L Diesel Intake Manifold", 16418,1.95
210,Head Gasket: 1.6L Diesel Hydraulic - 1 Notch, 4372,24.95
211,Crank Timing Gear: 1.6L Diesel 80-89, 15099,24.95
212,"Water Pump Pulley: Jetta, Golf, & Passat 93-99 - Diesels", 18763,19.95
213,"Injection Pump Bracket: Jetta, Golf, Passat AAZ Turbo Diesel 93-96 - USED", 41615,100.00
214,"Piston Ring Set: 1.5L, 1.6L & 1.6L Turbo Diesel 77-92 - +.020""(.5mm) Over Size", 1562,39.95
215,"Connecting Rod Bearings: 1.6L Diesel & Turbo Diesel 81-92 - + .010"" (.25mm)", 1604,39.95
216,"Piston Ring: 1.5D/1.6D/1.6TD 77-92 - Standard, German Made", 16008,39.95
217,Valve: 1.9L TD & 1.9L D - Exhaust, 16916,9.95
218,Intake Manifold Gasket: 1.9D/TD/TDI 93-06, 16431,4.95
219,Valve Stem Seal: Most 4 Water Cooled Gas and Diesel VWs 75-92 - 8mm Stem, 1295,0.95
220,"Fuel Return Valve: Jetta, Golf, & New Beetle TDI 99-06", 20615,14.95
221,Injection Pump Seal: VW TDI 96-03, 19336,23.95
222,Head Gasket: 1.5L Diesel Mechanical 4 Notch, 1188,26.95
223,"Mount: Rabbit 81-84, Jetta 80-84 & Others - Front Round Engine Mount", 1624,4.95
